Value,Cell,Alignment ,Type
44.71380259,231,Random,231_RM
40.2407881,231,Random,231_RM
6.933440275,231,Random,231_RM
46.12172206,231,Random,231_RM
4.116487454,231,Random,231_RM
6.737056656,231,Random,231_RM
7.815793233,231,Random,231_RM
10.31506847,231,Random,231_RM
3.742290447,231,Random,231_RM
12.61313826,231,Random,231_RM
10.40553921,231,Random,231_RM
70.74673203,231,Random,231_RM
46.61277268,231,Random,231_RM
22.41681586,231,Random,231_RM
45.99430919,231,Random,231_RM
9.379949821,231,Random,231_RM
31.1505003,231,Random,231_RM
17.12022615,231,Random,231_RM
5.677760079,231,Random,231_RM
16.82508614,231,Random,231_RM
64.65627645,231,Random,231_RM
11.43692705,231,Random,231_RM
3.894529711,231,Random,231_RM
54.44922657,231,Random,231_RM
8.865278249,231,Random,231_RM
34.13006853,231,Random,231_RM
11.97463972,231,Random,231_RM
16.71583153,231,Random,231_RM
20.24628098,231,Random,231_RM
18.3987796,231,Random,231_RM
28.16141042,231,Random,231_RM
25.83920089,231,Random,231_RM
51.07827965,231,Random,231_RM
74.45305693,231,Random,231_RM
17.83717131,231,Random,231_RM
22.92709278,231,Random,231_RM
26.57009281,231,Random,231_RM
16.62841259,231,Random,231_RM
70.48539077,231,Random,231_RM
57.57106995,231,Random,231_RM
26.3517362,231,Random,231_RM
21.00538683,231,Random,231_RM
5.655069914,231,Random,231_RM
36.27447996,231,Random,231_RM
15.37776789,231,Random,231_RM
26.13225043,231,Random,231_RM
4.253528735,231,Random,231_RM
10.96450771,231,Random,231_RM
5.898466575,231,Random,231_RM
4.672709323,231,Random,231_RM
38.45111844,231,Random,231_RM
3.603814818,231,Random,231_RM
56.16870476,231,Random,231_RM
29.80009211,231,Random,231_RM
25.1983067,231,Random,231_RM
3.730373148,231,Random,231_RM
12.22856512,231,Random,231_RM
6.558281945,231,Random,231_RM
53.97964548,231,Random,231_RM
13.23210522,231,Random,231_RM
37.9597779,231,Random,231_RM
14.81908931,231,Random,231_RM
11.68509978,231,Random,231_RM
12.49010476,231,Random,231_RM
21.05592472,231,Random,231_RM
5.903532569,231,Random,231_RM
29.63856009,231,Random,231_RM
5.442710099,231,Random,231_RM
17.88279579,231,Random,231_RM
3.207888972,231,Random,231_RM
3.927779119,231,Random,231_RM
14.43300553,231,Random,231_RM
5.736125837,231,Random,231_RM
3.644480113,231,Random,231_RM
14.91448872,231,Random,231_RM
41.29279085,231,Random,231_RM
23.3799348,231,Random,231_RM
15.32339998,231,Random,231_RM
19.16734601,231,Random,231_RM
3.842069193,231,Random,231_RM
25.49439277,231,Random,231_RM
3.940566179,231,Random,231_RM
14.23360062,231,Random,231_RM
4.987106219,231,Random,231_RM
32.28177369,231,Random,231_RM
55.87873756,231,Random,231_RM
81.57996641,231,Random,231_RM
15.55294147,231,Random,231_RM
14.82404848,231,Random,231_RM
57.74409198,231,Random,231_RM
29.85853413,231,Random,231_RM
3.909651405,231,Random,231_RM
45.04876862,231,Random,231_RM
62.71571028,231,Random,231_RM
44.31538955,231,Random,231_RM
12.18507691,231,Random,231_RM
3.762096655,231,Random,231_RM
6.190890478,231,Random,231_RM
24.21667856,231,Random,231_RM
10.59853532,231,Random,231_RM
22.64365647,231,Random,231_RM
28.53427991,231,Random,231_RM
4.923567651,231,Random,231_RM
3.864454181,231,Random,231_RM
58.04435904,231,Random,231_RM
72.94390916,231,Random,231_RM
5.017456408,231,Random,231_RM
9.170428182,231,Random,231_RM
40.22877922,231,Random,231_RM
38.84855492,231,Random,231_RM
5.901884598,231,Random,231_RM
14.31175735,231,Random,231_RM
9.788433832,231,Random,231_RM
39.79849009,231,Random,231_RM
73.9477087,231,Random,231_RM
6.964339794,231,Random,231_RM
52.06076238,231,Random,231_RM
17.95509303,231,Random,231_RM
6.831311635,231,Random,231_RM
4.299733046,231,Random,231_RM
41.76485923,231,Random,231_RM
31.12182858,231,Random,231_RM
3.621423727,231,Random,231_RM
47.17253462,231,Random,231_RM
20.87376249,231,Random,231_RM
56.67231352,231,Random,231_RM
15.72938153,231,Random,231_RM
47.86085383,231,Random,231_RM
50.71131548,231,Random,231_RM
56.85180542,231,Random,231_RM
69.70444927,231,Random,231_RM
19.23291406,231,Random,231_RM
7.288548244,231,Random,231_RM
14.01739554,231,Random,231_RM
21.78205578,231,Random,231_RM
6.444022398,231,Random,231_RM
12.8242163,231,Random,231_RM
10.45047704,231,Random,231_RM
36.37888218,231,Random,231_RM
20.44029945,231,Random,231_RM
8.345510182,231,Random,231_RM
48.72037929,231,Random,231_RM
20.89201228,231,Random,231_RM
4.206149461,231,Random,231_RM
40.62417104,231,Random,231_RM
6.341390213,231,Random,231_RM
13.24199307,231,Random,231_RM
27.43630172,231,Random,231_RM
12.80874366,231,Random,231_RM
46.02378965,231,Random,231_RM
51.61614499,231,Random,231_RM
5.308110266,231,Random,231_RM
31.78799173,231,Random,231_RM
69.83773685,231,Random,231_RM
10.44911899,231,Random,231_RM
22.42739036,231,Random,231_RM
20.56638476,231,Random,231_RM
30.12855781,231,Random,231_RM
13.22296507,231,Random,231_RM
23.29884836,231,Random,231_RM
31.67873715,231,Random,231_RM
48.26671331,231,Random,231_RM
46.21474105,231,Random,231_RM
20.8879076,231,Random,231_RM
18.48886888,231,Random,231_RM
8.601281912,231,Random,231_RM
72.88452105,231,Random,231_RM
4.07713443,231,Random,231_RM
6.041367319,231,Random,231_RM
6.301381059,231,Random,231_RM
5.85433748,231,Random,231_RM
28.54418303,231,Random,231_RM
29.25809163,231,Random,231_RM
56.66372271,231,Random,231_RM
6.425879418,231,Random,231_RM
65.44162782,231,Random,231_RM
42.09315703,231,Random,231_RM
5.595468173,231,Random,231_RM
30.16192927,231,Random,231_RM
5.016281474,231,Random,231_RM
9.486747717,231,Random,231_RM
69.02259982,231,Random,231_RM
55.75767247,231,Random,231_RM
21.39259976,231,Random,231_RM
58.98051531,231,Random,231_RM
20.03930759,231,Random,231_RM
4.409277564,231,Random,231_RM
24.53936111,231,Random,231_RM
18.06153996,231,Random,231_RM
15.32570411,231,Random,231_RM
50.47066547,231,Random,231_RM
5.123704981,231,Random,231_RM
20.99069239,231,Random,231_RM
52.8819114,231,Random,231_RM
4.181414586,231,Random,231_RM
48.23173963,231,Random,231_RM
16.49457572,231,Random,231_RM
9.977447345,231,Random,231_RM
3.662851977,231,Random,231_RM
3.866163188,231,Random,231_RM
5.397497621,231,Random,231_RM
9.979156361,231,Random,231_RM
39.81463412,231,Random,231_RM
8.938246901,231,Random,231_RM
27.18849519,231,Random,231_RM
13.83106761,231,Random,231_RM
11.70672181,231,Random,231_RM
9.928801583,231,Random,231_RM
63.86279205,231,Random,231_RM
3.624979082,231,Random,231_RM
8.383932403,231,Random,231_RM
6.884382519,231,Random,231_RM
22.46114331,231,Random,231_RM
23.99707071,231,Random,231_RM
47.4841391,231,Random,231_RM
34.71775449,231,Random,231_RM
74.83941542,231,Random,231_RM
42.55054628,231,Random,231_RM
56.83375401,231,Random,231_RM
56.8516223,231,Random,231_RM
8.735088283,231,Random,231_RM
3.907591427,231,Random,231_RM
10.32346093,231,Random,231_RM
9.48767851,231,Random,231_RM
7.970489201,231,Random,231_RM
39.69945903,231,Random,231_RM
41.25745097,231,Random,231_RM
54.84419113,231,Random,231_RM
21.39040246,231,Random,231_RM
33.53704188,231,Random,231_RM
42.83355538,231,Random,231_RM
14.47106152,231,Random,231_RM
55.39025048,231,Random,231_RM
23.04223739,231,Random,231_RM
4.813443291,231,Random,231_RM
61.26334131,231,Random,231_RM
34.18352087,231,Random,231_RM
55.08270491,231,Random,231_RM
3.964675428,231,Random,231_RM
29.76417234,231,Random,231_RM
11.79829121,231,Random,231_RM
8.831510039,231,Random,231_RM
4.443762954,231,Random,231_RM
6.750637193,231,Random,231_RM
15.06009028,231,Random,231_RM
29.38866308,231,Random,231_RM
52.83738558,231,Random,231_RM
8.797787605,231,Random,231_RM
4.392233243,231,Random,231_RM
31.88824349,231,Random,231_RM
3.491264272,231,Random,231_RM
6.640634899,231,Random,231_RM
16.15323138,231,Random,231_RM
65.65287369,231,Random,231_RM
18.54891314,231,Random,231_RM
5.047104691,231,Random,231_RM
10.67643264,231,Random,231_RM
7.644144489,231,Random,231_RM
7.920287016,231,Random,231_RM
24.36389759,231,Random,231_RM
64.50159568,231,Random,231_RM
32.25197284,231,Random,231_RM
64.35642141,231,Random,231_RM
8.367651024,231,Random,231_RM
37.15307919,231,Random,231_RM
6.74216843,231,Random,231_RM
15.91670129,231,Random,231_RM
6.808606214,231,Random,231_RM
5.374853224,231,Random,231_RM
22.69588811,231,Random,231_RM
58.0307327,231,Random,231_RM
12.78263546,231,Random,231_RM
14.68320772,231,Random,231_RM
18.51355798,231,Random,231_RM
6.732845164,231,Random,231_RM
44.42183646,231,Random,231_RM
32.23346363,231,Random,231_RM
20.60582933,231,Random,231_RM
5.497551023,231,Random,231_RM
9.704127735,231,Random,231_RM
7.576165546,231,Random,231_RM
22.84890558,231,Random,231_RM
37.3445494,231,Random,231_RM
9.90966677,231,Random,231_RM
26.75027133,231,Random,231_RM
8.978118726,231,Random,231_RM
7.315633004,231,Random,231_RM
73.0437337,231,Random,231_RM
6.58591604,231,Random,231_RM
22.24205427,231,Random,231_RM
55.14108593,231,Random,231_RM
5.251773958,231,Random,231_RM
39.66282212,231,Random,231_RM
24.58776272,231,Random,231_RM
6.061478713,231,Random,231_RM
9.025772647,231,Random,231_RM
29.43286847,231,Random,231_RM
50.20409035,231,Random,231_RM
24.38657251,231,Random,231_RM
20.61974556,231,Random,231_RM
32.66839153,231,Random,231_RM
3.744060492,231,Random,231_RM
7.000396864,231,Random,231_RM
3.595559692,231,Random,231_RM
12.49941275,231,Random,231_RM
19.78410047,231,Random,231_RM
12.60094628,231,Random,231_RM
5.339208154,231,Random,231_RM
44.58136955,231,Random,231_RM
14.34856209,231,Random,231_RM
74.9543311,231,Random,231_RM
15.08743447,231,Random,231_RM
20.5953769,231,Random,231_RM
38.56380631,231,Random,231_RM
15.65294908,231,Random,231_RM
49.07612813,231,Random,231_RM
70.32688007,231,Random,231_RM
20.21956243,231,Random,231_RM
3.494331335,231,Random,231_RM
54.91174273,231,Random,231_RM
63.43647021,231,Random,231_RM
57.78501666,231,Random,231_RM
33.61200947,231,Random,231_RM
38.93351712,231,Random,231_RM
14.84420567,231,Random,231_RM
5.221408509,231,Random,231_RM
4.399389725,231,Random,231_RM
21.02925194,231,Random,231_RM
15.62450628,231,Random,231_RM
21.48155986,231,Random,231_RM
20.5233238,231,Random,231_RM
4.46021218,231,Random,231_RM
8.055863429,231,Random,231_RM
41.32897001,231,Random,231_RM
23.73254029,231,Random,231_RM
31.95425404,231,Random,231_RM
16.8542614,231,Random,231_RM
5.949782665,231,Random,231_RM
24.23131197,231,Random,231_RM
7.503608894,231,Random,231_RM
5.731365029,231,Random,231_RM
10.44856966,231,Random,231_RM
7.743312875,231,Random,231_RM
35.35495604,231,Random,231_RM
13.33702626,231,Random,231_RM
7.510963746,231,Random,231_RM
19.85781679,231,Random,231_RM
70.41133873,231,Random,231_RM
47.18156796,231,Random,231_RM
42.02319449,231,Random,231_RM
11.33295207,231,Random,231_RM
64.30760779,231,Random,231_RM
11.66793339,231,Random,231_RM
4.881315422,231,Random,231_RM
9.957290185,231,Random,231_RM
14.56725441,231,Random,231_RM
47.69350815,231,Random,231_RM
14.24733374,231,Random,231_RM
36.16006781,231,Random,231_RM
5.90144208,231,Random,231_RM
17.8871446,231,Random,231_RM
57.80283926,231,Random,231_RM
3.644083379,231,Random,231_RM
70.95076043,231,Random,231_RM
3.658854117,231,Random,231_RM
6.73232636,231,Random,231_RM
27.20544796,231,Random,231_RM
27.16968082,231,Random,231_RM
50.51638151,231,Random,231_RM
15.01069685,231,Random,231_RM
17.20535622,231,Random,231_RM
22.71310029,231,Random,231_RM
15.88215486,231,Random,231_RM
51.75738249,231,Random,231_RM
54.68455125,231,Random,231_RM
4.408621427,231,Random,231_RM
16.33099901,231,Random,231_RM
9.448142384,231,Random,231_RM
69.71253655,231,Random,231_RM
13.11755573,231,Random,231_RM
22.29544559,231,Random,231_RM
9.397253531,231,Random,231_RM
16.35733607,231,Random,231_RM
45.11009464,231,Random,231_RM
28.64078788,231,Random,231_RM
21.62948081,231,Random,231_RM
22.81043757,231,Random,231_RM
10.44228294,231,Random,231_RM
7.662638428,231,Random,231_RM
3.836301274,231,Random,231_RM
19.51754062,231,Random,231_RM
45.62345395,231,Random,231_RM
9.549691164,231,Random,231_RM
44.91662551,231,Random,231_RM
7.358602404,231,Random,231_RM
69.62514816,231,Random,231_RM
24.16359242,231,Random,231_RM
27.32652831,231,Random,231_RM
40.81278781,231,Random,231_RM
34.36592723,231,Random,231_RM
68.94021642,231,Random,231_RM
35.41602261,231,Random,231_RM
53.90911825,231,Random,231_RM
11.62410947,231,Random,231_RM
80.20987404,231,Random,231_RM
15.69018111,231,Random,231_RM
9.81097142,231,Random,231_RM
9.842099821,231,Random,231_RM
34.47846252,231,Random,231_RM
17.43936859,231,Random,231_RM
14.91435138,231,Random,231_RM
35.59462947,231,Random,231_RM
14.10173215,231,Random,231_RM
11.58272699,231,Random,231_RM
44.05018774,231,Random,231_RM
3.820630264,231,Random,231_RM
5.207904267,231,Random,231_RM
10.5102161,231,Random,231_RM
33.66836104,231,Random,231_RM
5.029724668,231,Random,231_RM
6.419668991,231,Random,231_RM
18.20833176,231,Random,231_RM
5.394873067,231,Random,231_RM
41.58161364,231,Random,231_RM
14.66718574,231,Random,231_RM
14.44705908,231,Random,231_RM
4.04101633,231,Random,231_RM
20.57804264,231,Random,231_RM
11.84394619,231,Random,231_RM
3.924055922,231,Random,231_RM
5.914808984,231,Random,231_RM
3.438300207,231,Random,231_RM
6.516472233,231,Random,231_RM
10.21150549,231,Random,231_RM
4.270420463,231,Random,231_RM
4.660959873,231,Random,231_RM
53.17781435,231,Random,231_RM
8.278416253,231,Random,231_RM
33.16774303,231,Random,231_RM
4.808560404,231,Random,231_RM
4.375173645,231,Random,231_RM
12.86907783,231,Random,231_RM
78.18729065,231,Random,231_RM
38.95989999,231,Random,231_RM
6.977828775,231,Random,231_RM
77.29259314,231,Random,231_RM
16.39194354,231,Random,231_RM
23.79093656,231,Random,231_RM
43.5379271,231,Random,231_RM
33.70866012,231,Random,231_RM
61.55874071,231,Random,231_RM
35.11406184,231,Random,231_RM
24.5241936,231,Random,231_RM
10.75848039,231,Random,231_RM
4.918593211,231,Random,231_RM
16.79472069,231,Random,231_RM
9.503441084,231,Random,231_RM
14.20573764,231,Random,231_RM
30.65565022,231,Random,231_RM
65.5705055,231,Random,231_RM
70.85177514,231,Random,231_RM
72.51072078,231,Random,231_RM
3.473899507,231,Random,231_RM
69.21173546,231,Random,231_RM
8.101014875,231,Random,231_RM
39.82250776,231,Random,231_RM
11.32336939,231,Random,231_RM
67.33019118,231,Random,231_RM
77.08575701,231,Random,231_RM
24.91586219,231,Random,231_RM
24.39919173,231,Random,231_RM
9.986526463,231,Random,231_RM
35.36754471,231,Random,231_RM
6.488380371,231,Random,231_RM
16.69452994,231,Random,231_RM
11.13507306,231,Random,231_RM
27.03395182,231,Random,231_RM
13.0290229,231,Random,231_RM
40.7752201,231,Random,231_RM
11.37775256,231,Random,231_RM
14.32222503,231,Random,231_RM
12.08189539,231,Random,231_RM
16.10592841,231,Random,231_RM
20.20569198,231,Random,231_RM
8.124055987,231,Random,231_RM
11.97467025,231,Random,231_RM
68.56083134,231,Random,231_RM
60.12115776,231,Random,231_RM
8.349416489,231,Random,231_RM
75.02049422,231,Random,231_RM
27.62925206,231,Random,231_RM
41.73806441,231,Random,231_RM
17.66675854,231,Random,231_RM
47.85645926,231,Random,231_RM
49.23669878,231,Random,231_RM
63.76014459,231,Random,231_RM
3.661631255,231,Random,231_RM
53.6690328,231,Random,231_RM
22.541772,231,Random,231_RM
6.23225768,231,Random,231_RM
13.56594211,231,Random,231_RM
15.86411871,231,Random,231_RM
4.573174725,231,Random,231_RM
4.245136267,231,Random,231_RM
6.78057538,231,Random,231_RM
23.82818384,231,Random,231_RM
9.090852387,231,Random,231_RM
4.768963233,231,Random,231_RM
9.708842788,231,Random,231_RM
62.91952506,231,Random,231_RM
11.50072499,231,Random,231_RM
82.06204467,231,Random,231_RM
7.646082381,231,Random,231_RM
4.301747228,231,Random,231_RM
7.591119392,231,Random,231_RM
59.55675699,231,Random,231_RM
27.81501537,231,Random,231_RM
11.99443066,231,Random,231_RM
7.042969539,231,Random,231_RM
30.16566775,231,Random,231_RM
10.88479458,231,Random,231_RM
3.774425948,231,Random,231_RM
71.11056816,231,Random,231_RM
52.51715972,231,Random,231_RM
21.71807472,231,Random,231_RM
42.00512779,231,Random,231_RM
26.77805802,231,Random,231_RM
4.460700473,231,Random,231_RM
71.27116936,231,Random,231_RM
23.78641991,231,Random,231_RM
21.05597048,231,Random,231_RM
3.543694278,231,Random,231_RM
4.335439156,231,Random,231_RM
16.20132784,231,Random,231_RM
30.15172101,231,Random,231_RM
30.9334865,231,Random,231_RM
43.69507978,231,Random,231_RM
55.34822715,231,Random,231_RM
7.837964589,231,Random,231_RM
76.52504911,231,Random,231_RM
5.635065332,231,Random,231_RM
61.2610372,231,Random,231_RM
34.5957281,231,Random,231_RM
11.47490676,231,Random,231_RM
10.94055105,231,Random,231_RM
42.0339826,231,Random,231_RM
33.62398778,231,Random,231_RM
18.56803269,231,Random,231_RM
31.88642767,231,Random,231_RM
10.60824007,231,Random,231_RM
30.63086954,231,Random,231_RM
11.88809055,231,Random,231_RM
33.4858631,231,Random,231_RM
19.71462613,231,Random,231_RM
14.73089213,231,Random,231_RM
16.14352666,231,Random,231_RM
65.97555625,231,Random,231_RM
22.25346802,231,Random,231_RM
73.1513098,231,Random,231_RM
16.86909317,231,Random,231_RM
6.552666624,231,Random,231_RM
20.98002632,231,Random,231_RM
60.01643506,231,Random,231_RM
5.108659589,231,Random,231_RM
78.7091797,231,Random,231_RM
35.62284342,231,Random,231_RM
5.245945006,231,Random,231_RM
11.32982395,231,Random,231_RM
4.790158015,231,Random,231_RM
40.44031505,231,Random,231_RM
78.463952,231,Random,231_RM
23.68085798,231,Random,231_RM
26.18493983,231,Random,231_RM
8.401007243,231,Random,231_RM
11.5223623,231,Random,231_RM
10.23471446,231,Random,231_RM
9.218158406,231,Random,231_RM
4.725215621,231,Random,231_RM
4.411535901,231,Random,231_RM
17.49175281,231,Random,231_RM
16.96165438,231,Random,231_RM
5.995315595,231,Random,231_RM
65.21051463,231,Random,231_RM
17.28220066,231,Random,231_RM
47.87107741,231,Random,231_RM
10.71380199,231,Random,231_RM
3.701258935,231,Random,231_RM
6.196063288,231,Random,231_RM
11.13467633,231,Random,231_RM
3.427496819,231,Random,231_RM
74.47457222,231,Random,231_RM
27.26619413,231,Random,231_RM
17.11194051,231,Random,231_RM
24.49910779,231,Random,231_RM
5.859525552,231,Random,231_RM
49.10290769,231,Random,231_RM
27.39923755,231,Random,231_RM
3.911619814,231,Random,231_RM
15.39661278,231,Random,231_RM
3.965896156,231,Random,231_RM
4.628488675,231,Random,231_RM
4.190371636,231,Random,231_RM
20.51525176,231,Random,231_RM
5.832776489,231,Random,231_RM
16.70835462,231,Random,231_RM
6.263401351,231,Random,231_RM
39.65667271,231,Random,231_RM
7.712367573,231,Random,231_RM
73.11632078,231,Random,231_RM
25.60865233,231,Random,231_RM
3.424841748,231,Random,231_RM
7.195544489,231,Random,231_RM
6.597467126,231,Random,231_RM
4.881162821,231,Random,231_RM
56.29306575,231,Random,231_RM
94.45293518,231,Random,231_RM
68.69353905,231,Random,231_RM
18.28526774,231,Random,231_RM
7.554390911,231,Random,231_RM
4.30591295,231,Random,231_RM
52.38764113,231,Random,231_RM
10.9512171,231,Random,231_RM
4.21969947,231,Random,231_RM
7.921797658,231,Random,231_RM
3.702388106,231,Random,231_RM
11.41907397,231,Random,231_RM
4.113481423,231,Random,231_RM
59.5124143,231,Random,231_RM
8.567010153,231,Random,231_RM
5.59977121,231,Random,231_RM
41.22205004,231,Random,231_RM
72.17485442,231,Random,231_RM
10.18512264,231,Random,231_RM
4.376516442,231,Random,231_RM
79.22229489,231,Random,231_RM
16.84351901,231,Random,231_RM
5.222919138,231,Random,231_RM
78.08018758,231,Random,231_RM
36.59110463,231,Random,231_RM
8.308034025,231,Random,231_RM
4.512108115,231,Random,231_RM
13.44510592,231,Random,231_RM
52.55294216,231,Random,231_RM
71.51786198,231,Random,231_RM
4.169207365,231,Random,231_RM
4.779949736,231,Random,231_RM
28.68873173,231,Random,231_RM
62.63907948,231,Random,231_RM
4.602380498,231,Random,231_RM
9.391806072,231,Random,231_RM
60.43753828,231,Random,231_RM
7.957442738,231,Random,231_RM
3.641092614,231,Random,231_RM
5.369146355,231,Random,231_RM
22.40048869,231,Random,231_RM
26.3288171,231,Random,231_RM
4.716746863,231,Random,231_RM
14.6193487,231,Random,231_RM
4.050492173,231,Random,231_RM
59.16186877,231,Random,231_RM
60.44478631,231,Random,231_RM
8.332631566,231,Random,231_RM
9.199008325,231,Random,231_RM
7.832562893,231,Random,231_RM
20.92965629,231,Random,231_RM
8.143877468,231,Random,231_RM
11.57628769,231,Random,231_RM
20.18600786,231,Random,231_RM
8.004928814,231,Random,231_RM
10.71935626,231,Random,231_RM
5.007507523,231,Random,231_RM
3.780880508,231,Random,231_RM
69.54804429,231,Random,231_RM
35.06990221,231,Random,231_RM
21.28070534,231,Random,231_RM
4.611047614,231,Random,231_RM
20.01013235,231,Random,231_RM
49.8613727,231,Random,231_RM
7.727290895,231,Random,231_RM
74.85243132,231,Random,231_RM
45.18382628,231,Random,231_RM
4.383337229,231,Random,231_RM
10.02572689,231,Random,231_RM
6.115678758,231,Random,231_RM
30.03424177,231,Random,231_RM
35.20138921,231,Random,231_RM
38.86604172,231,Random,231_RM
21.84638781,231,Random,231_RM
10.44469387,231,Random,231_RM
14.10420412,231,Random,231_RM
7.104158218,231,Random,231_RM
55.42653645,231,Random,231_RM
4.690608159,231,Random,231_RM
6.616083131,231,Random,231_RM
11.54174127,231,Random,231_RM
47.89500353,231,Random,231_RM
28.16907047,231,Random,231_RM
33.52044006,231,Random,231_RM
32.41512226,231,Random,231_RM
21.58059092,231,Random,231_RM
9.679286063,231,Random,231_RM
50.72881758,231,Random,231_RM
18.59934419,231,Random,231_RM
9.761486406,231,Random,231_RM
12.92663484,231,Random,231_RM
59.85897717,231,Random,231_RM
80.67374821,231,Random,231_RM
34.77062698,231,Random,231_RM
33.96495066,231,Random,231_RM
6.649256248,231,Random,231_RM
18.32364417,231,Random,231_RM
72.02174535,231,Random,231_RM
12.58504638,231,Random,231_RM
34.92887834,231,Random,231_RM
81.25337754,231,Random,231_RM
64.73547077,231,Random,231_RM
40.50264817,231,Random,231_RM
52.37508297,231,Random,231_RM
11.06018179,231,Random,231_RM
37.78963981,231,Random,231_RM
4.648508509,231,Random,231_RM
5.998733602,231,Random,231_RM
13.53180768,231,Random,231_RM
10.93794175,231,Random,231_RM
11.20813325,231,Random,231_RM
35.04593028,231,Random,231_RM
38.81022423,231,Random,231_RM
26.30676786,231,Random,231_RM
40.72851218,231,Random,231_RM
11.2361946,231,Random,231_RM
5.067719635,231,Random,231_RM
8.715709324,231,Random,231_RM
9.916792727,231,Random,231_RM
21.25137749,231,Random,231_RM
5.102540726,231,Random,231_RM
26.61683116,231,Random,231_RM
7.228458208,231,Random,231_RM
31.5987188,231,Random,231_RM
6.439795643,231,Random,231_RM
20.2672774,231,Random,231_RM
7.424796041,231,Random,231_RM
16.69807004,231,Random,231_RM
65.31247539,231,Random,231_RM
8.117876094,231,Random,231_RM
14.51071973,231,Random,231_RM
46.34723513,231,Random,231_RM
4.74851614,231,Random,231_RM
7.952010514,231,Random,231_RM
73.62812371,231,Random,231_RM
38.00456312,231,Random,231_RM
34.99942078,231,Random,231_RM
31.48490176,231,Random,231_RM
16.0490733,231,Random,231_RM
5.28010996,231,Random,231_RM
14.75315506,231,Random,231_RM
28.33769793,231,Random,231_RM
47.38968576,231,Random,231_RM
5.65497836,231,Random,231_RM
43.70704284,231,Random,231_RM
24.97010802,231,Random,231_RM
33.28906752,231,Random,231_RM
72.06103743,231,Random,231_RM
58.13675241,231,Random,231_RM
71.75320186,231,Random,231_RM
6.363256388,231,Random,231_RM
47.42723819,231,Random,231_RM
3.631204765,231,Random,231_RM
65.77766196,231,Random,231_RM
59.07376315,231,Random,231_RM
72.81117072,231,Random,231_RM
22.66288283,231,Random,231_RM
36.30884327,231,Random,231_RM
10.23805618,231,Random,231_RM
60.07257291,231,Random,231_RM
3.409201251,231,Random,231_RM
6.206744602,231,Random,231_RM
11.64228296,231,Random,231_RM
4.085633701,231,Random,231_RM
24.46314228,231,Random,231_RM
28.83334148,231,Random,231_RM
32.42980142,231,Random,231_RM
5.987625044,231,Random,231_RM
72.41069787,231,Random,231_RM
17.75454369,231,Random,231_RM
13.95570331,231,Random,231_RM
3.872892417,231,Random,231_RM
29.13302864,231,Random,231_RM
5.047409866,231,Random,231_RM
4.525825968,231,Random,231_RM
6.66678886,231,Random,231_RM
58.73368535,231,Random,231_RM
3.780361706,231,Random,231_RM
22.15841958,231,Random,231_RM
25.80759945,231,Random,231_RM
41.49674292,231,Random,231_RM
14.50728643,231,Random,231_RM
55.39575901,231,Random,231_RM
6.330922518,231,Random,231_RM
3.816220415,231,Random,231_RM
27.47161109,231,Random,231_RM
3.429175313,231,Random,231_RM
28.63018286,231,Random,231_RM
7.885511695,231,Random,231_RM
3.834531238,231,Random,231_RM
10.26617856,231,Random,231_RM
31.53487507,231,Random,231_RM
33.72855787,231,Random,231_RM
49.27425127,231,Random,231_RM
21.67292325,231,Random,231_RM
4.524559474,231,Random,231_RM
15.36920757,231,Random,231_RM
6.357381661,231,Random,231_RM
6.423300643,231,Random,231_RM
19.81982184,231,Random,231_RM
14.56244781,231,Random,231_RM
24.8106665,231,Random,231_RM
25.35988447,231,Random,231_RM
34.73122822,231,Random,231_RM
7.750667721,231,Random,231_RM
12.63501968,231,Random,231_RM
15.4472117,231,Random,231_RM
65.07318345,231,Random,231_RM
83.90463261,231,Random,231_RM
13.0726637,231,Random,231_RM
12.03309702,231,Random,231_RM
3.882139383,231,Random,231_RM
22.9609068,231,Random,231_RM
21.91760168,231,Random,231_RM
7.81155121,231,Random,231_RM
7.764965421,231,Random,231_RM
43.82794006,231,Random,231_RM
69.26643905,231,Random,231_RM
3.547173331,231,Random,231_RM
38.17435028,231,Random,231_RM
32.14923381,231,Random,231_RM
13.11311536,231,Random,231_RM
3.883711064,231,Random,231_RM
21.95315521,231,Random,231_RM
51.80274755,231,Random,231_RM
18.81672424,231,Random,231_RM
6.687525873,231,Random,231_RM
26.4756547,231,Random,231_RM
35.17425867,231,Random,231_RM
4.094209275,231,Random,231_RM
66.03958312,231,Random,231_RM
6.165377385,231,Random,231_RM
15.98747261,231,Random,231_RM
4.434805907,231,Random,231_RM
3.665064537,231,Random,231_RM
31.26982585,231,Random,231_RM
3.633447839,231,Random,231_RM
4.794384766,231,Random,231_RM
3.820584489,231,Random,231_RM
12.66195186,231,Random,231_RM
4.112596399,231,Random,231_RM
18.05732847,231,Random,231_RM
30.7858402,231,Random,231_RM
24.39420203,231,Random,231_RM
40.41106352,231,Random,231_RM
12.14317561,231,Random,231_RM
50.17360281,231,Random,231_RM
3.462104289,231,Random,231_RM
13.39485795,231,Random,231_RM
3.951506902,231,Random,231_RM
58.6438097,231,Random,231_RM
11.34650206,231,Random,231_RM
34.50252598,231,Random,231_RM
10.1242544,231,Random,231_RM
4.873319693,231,Random,231_RM
4.248554284,231,Random,231_RM
68.61738128,231,Random,231_RM
5.286961259,231,Random,231_RM
43.07277106,231,Random,231_RM
14.26450015,231,Random,231_RM
