Value,Cell,Alignment,Type
0.720697532,231,Aligned,231_AM
0.058144298,231,Aligned,231_AM
0.610571781,231,Aligned,231_AM
0.665337209,231,Aligned,231_AM
0.082067242,231,Aligned,231_AM
0.250045058,231,Aligned,231_AM
0.426034635,231,Aligned,231_AM
0.729392641,231,Aligned,231_AM
0.720986226,231,Aligned,231_AM
0.034844334,231,Aligned,231_AM
0.010346008,231,Aligned,231_AM
0.401612723,231,Aligned,231_AM
0.427076705,231,Aligned,231_AM
0.062308933,231,Aligned,231_AM
0.082384204,231,Aligned,231_AM
0.027768503,231,Aligned,231_AM
1.000040311,231,Aligned,231_AM
0.296129238,231,Aligned,231_AM
0.375561138,231,Aligned,231_AM
0.459778467,231,Aligned,231_AM
0.791706059,231,Aligned,231_AM
0.025890624,231,Aligned,231_AM
0.908633901,231,Aligned,231_AM
0.380363344,231,Aligned,231_AM
0.309602843,231,Aligned,231_AM
0.608415786,231,Aligned,231_AM
0.088861492,231,Aligned,231_AM
0.82020288,231,Aligned,231_AM
0.055772009,231,Aligned,231_AM
0.245167532,231,Aligned,231_AM
0.010087223,231,Aligned,231_AM
0.634246701,231,Aligned,231_AM
0.399957337,231,Aligned,231_AM
0.419469079,231,Aligned,231_AM
0.073618335,231,Aligned,231_AM
0.018159167,231,Aligned,231_AM
0.796572641,231,Aligned,231_AM
0.056079305,231,Aligned,231_AM
0.072242161,231,Aligned,231_AM
0.358610985,231,Aligned,231_AM
0.150543905,231,Aligned,231_AM
0.35339735,231,Aligned,231_AM
0.096789544,231,Aligned,231_AM
0.145623887,231,Aligned,231_AM
0.064626145,231,Aligned,231_AM
0.591978462,231,Aligned,231_AM
0.022224775,231,Aligned,231_AM
0.163530943,231,Aligned,231_AM
0.076491598,231,Aligned,231_AM
0.088123981,231,Aligned,231_AM
0.202266464,231,Aligned,231_AM
0.948922494,231,Aligned,231_AM
0.106510857,231,Aligned,231_AM
0.0098071,231,Aligned,231_AM
0.58641832,231,Aligned,231_AM
0.015904508,231,Aligned,231_AM
0.010853183,231,Aligned,231_AM
0.051934548,231,Aligned,231_AM
0.342281989,231,Aligned,231_AM
0.283874603,231,Aligned,231_AM
0.50138798,231,Aligned,231_AM
0.575077914,231,Aligned,231_AM
0.391865149,231,Aligned,231_AM
0.089518394,231,Aligned,231_AM
0.011920603,231,Aligned,231_AM
0.063299392,231,Aligned,231_AM
0.139101553,231,Aligned,231_AM
0.69962086,231,Aligned,231_AM
0.142272081,231,Aligned,231_AM
0.424466423,231,Aligned,231_AM
0.463349664,231,Aligned,231_AM
0.262984679,231,Aligned,231_AM
0.323218698,231,Aligned,231_AM
0.247684442,231,Aligned,231_AM
0.285524883,231,Aligned,231_AM
0.094580114,231,Aligned,231_AM
0.313725715,231,Aligned,231_AM
0.15823141,231,Aligned,231_AM
0.635021415,231,Aligned,231_AM
0.077878169,231,Aligned,231_AM
0.021698451,231,Aligned,231_AM
0.401625671,231,Aligned,231_AM
0.02256508,231,Aligned,231_AM
0.124758218,231,Aligned,231_AM
0.309180106,231,Aligned,231_AM
0.087076987,231,Aligned,231_AM
0.557418336,231,Aligned,231_AM
0.098304322,231,Aligned,231_AM
0.132712715,231,Aligned,231_AM
0.124747823,231,Aligned,231_AM
0.030251308,231,Aligned,231_AM
0.443708621,231,Aligned,231_AM
0.015944813,231,Aligned,231_AM
0.064572893,231,Aligned,231_AM
0.184002872,231,Aligned,231_AM
0.471131821,231,Aligned,231_AM
0.179956413,231,Aligned,231_AM
0.523400948,231,Aligned,231_AM
0.033013325,231,Aligned,231_AM
0.149784693,231,Aligned,231_AM
0.011556043,231,Aligned,231_AM
0.024693538,231,Aligned,231_AM
0.128371545,231,Aligned,231_AM
0.758729282,231,Aligned,231_AM
0.332332348,231,Aligned,231_AM
0.006366115,231,Aligned,231_AM
0.544169595,231,Aligned,231_AM
0.041195421,231,Aligned,231_AM
0.096163828,231,Aligned,231_AM
0.018992058,231,Aligned,231_AM
0.735860444,231,Aligned,231_AM
0.199270101,231,Aligned,231_AM
0.259286368,231,Aligned,231_AM
0.088151884,231,Aligned,231_AM
0.292181078,231,Aligned,231_AM
0.220331819,231,Aligned,231_AM
0.030588513,231,Aligned,231_AM
0.583472291,231,Aligned,231_AM
0.733839952,231,Aligned,231_AM
0.007757245,231,Aligned,231_AM
0.026262662,231,Aligned,231_AM
0.133839771,231,Aligned,231_AM
0.276317676,231,Aligned,231_AM
0.218031932,231,Aligned,231_AM
0.6726514,231,Aligned,231_AM
0.184102447,231,Aligned,231_AM
0.02848267,231,Aligned,231_AM
0.02433463,231,Aligned,231_AM
0.364736844,231,Aligned,231_AM
0.445582852,231,Aligned,231_AM
0.089794869,231,Aligned,231_AM
0.38287387,231,Aligned,231_AM
0.570026771,231,Aligned,231_AM
0.684369863,231,Aligned,231_AM
0.016060801,231,Aligned,231_AM
0.825630073,231,Aligned,231_AM
0.296920183,231,Aligned,231_AM
0.540925935,231,Aligned,231_AM
0.388065257,231,Aligned,231_AM
0.169737774,231,Aligned,231_AM
0.018028589,231,Aligned,231_AM
0.145567716,231,Aligned,231_AM
0.789498635,231,Aligned,231_AM
0.341881137,231,Aligned,231_AM
0.49041104,231,Aligned,231_AM
0.322170792,231,Aligned,231_AM
0.041524419,231,Aligned,231_AM
0.602204578,231,Aligned,231_AM
0.243511964,231,Aligned,231_AM
0.014068028,231,Aligned,231_AM
0.250812112,231,Aligned,231_AM
0.01171197,231,Aligned,231_AM
0.042458526,231,Aligned,231_AM
0.156689642,231,Aligned,231_AM
0.118698561,231,Aligned,231_AM
0.475191957,231,Aligned,231_AM
0.016634359,231,Aligned,231_AM
0.019567622,231,Aligned,231_AM
0.012537384,231,Aligned,231_AM
0.034027675,231,Aligned,231_AM
0.987908962,231,Aligned,231_AM
0.089893714,231,Aligned,231_AM
0.168832847,231,Aligned,231_AM
0.036787138,231,Aligned,231_AM
0.017264817,231,Aligned,231_AM
0.112149783,231,Aligned,231_AM
0.461284854,231,Aligned,231_AM
0.197243224,231,Aligned,231_AM
0.477078043,231,Aligned,231_AM
0.338177901,231,Aligned,231_AM
0.236555951,231,Aligned,231_AM
0.00898807,231,Aligned,231_AM
0.274271286,231,Aligned,231_AM
0.07598643,231,Aligned,231_AM
0.012441639,231,Aligned,231_AM
0.254462825,231,Aligned,231_AM
0.121493222,231,Aligned,231_AM
0.714728149,231,Aligned,231_AM
0.587584403,231,Aligned,231_AM
0.751295821,231,Aligned,231_AM
0.166030344,231,Aligned,231_AM
0.027249656,231,Aligned,231_AM
0.190840161,231,Aligned,231_AM
0.073905389,231,Aligned,231_AM
0.453166405,231,Aligned,231_AM
0.023292195,231,Aligned,231_AM
0.170417472,231,Aligned,231_AM
0.070861608,231,Aligned,231_AM
0.939946716,231,Aligned,231_AM
0.057111346,231,Aligned,231_AM
0.244130751,231,Aligned,231_AM
0.236496498,231,Aligned,231_AM
0.056700098,231,Aligned,231_AM
0.091872445,231,Aligned,231_AM
0.035910113,231,Aligned,231_AM
0.10748326,231,Aligned,231_AM
0.667734118,231,Aligned,231_AM
0.481158055,231,Aligned,231_AM
0.018872787,231,Aligned,231_AM
0.02962851,231,Aligned,231_AM
0.82688333,231,Aligned,231_AM
0.009199986,231,Aligned,231_AM
0.607537485,231,Aligned,231_AM
0.202873761,231,Aligned,231_AM
0.498589307,231,Aligned,231_AM
0.021813345,231,Aligned,231_AM
0.630094102,231,Aligned,231_AM
0.230655139,231,Aligned,231_AM
0.051947679,231,Aligned,231_AM
0.615873683,231,Aligned,231_AM
0.065347424,231,Aligned,231_AM
0.71569636,231,Aligned,231_AM
0.025107338,231,Aligned,231_AM
0.019336193,231,Aligned,231_AM
0.024510072,231,Aligned,231_AM
0.000685426,231,Aligned,231_AM
0.164585597,231,Aligned,231_AM
0.272323011,231,Aligned,231_AM
0.197797633,231,Aligned,231_AM
0.010654033,231,Aligned,231_AM
0.597250821,231,Aligned,231_AM
0.046079512,231,Aligned,231_AM
0.418245731,231,Aligned,231_AM
0.050168098,231,Aligned,231_AM
0.205717296,231,Aligned,231_AM
0.015300312,231,Aligned,231_AM
0.376278223,231,Aligned,231_AM
0.008134571,231,Aligned,231_AM
0.013184073,231,Aligned,231_AM
0.749574963,231,Aligned,231_AM
0.008939194,231,Aligned,231_AM
0.053645375,231,Aligned,231_AM
0.288321549,231,Aligned,231_AM
0.284207431,231,Aligned,231_AM
0.211688869,231,Aligned,231_AM
0.614315865,231,Aligned,231_AM
0.860781628,231,Aligned,231_AM
0.512109417,231,Aligned,231_AM
0.044838109,231,Aligned,231_AM
0.004564832,231,Aligned,231_AM
0.086073214,231,Aligned,231_AM
0.214005534,231,Aligned,231_AM
0.210716099,231,Aligned,231_AM
0.026637253,231,Aligned,231_AM
0.972764281,231,Aligned,231_AM
0.255961736,231,Aligned,231_AM
0.193773241,231,Aligned,231_AM
0.235360141,231,Aligned,231_AM
0.827650565,231,Aligned,231_AM
0.244017133,231,Aligned,231_AM
0.022463864,231,Aligned,231_AM
0.411394395,231,Aligned,231_AM
0.16536323,231,Aligned,231_AM
0.274359371,231,Aligned,231_AM
0.014863715,231,Aligned,231_AM
